id,popularity,vote_count,genre_ids,title,vote_average,datetime
648337,64.928,27,"[10402, 10751]",Go! The Unforgettable Party,7.5,2019-11-15
335797,64.86,5551,"[16, 35, 18, 10402, 10751]",Sing,7.0,2016-11-23
270946,64.855,2903,"[12, 16, 35, 10751]",Penguins of Madagascar,6.5,2014-11-22
209112,64.821,13876,"[28, 12, 14]",Batman v Superman: Dawn of Justice,5.9,2016-03-23
109445,64.64399999999999,12381,"[12, 16, 10751]",Frozen,7.3,2013-11-27
570670,64.35300000000001,2860,"[27, 878, 53]",The Invisible Man,7.2,2020-02-26
585244,64.35,626,"[18, 10402]",I Still Believe,7.8,2020-03-12
537061,64.309,468,"[28, 12, 16, 35, 18, 14, 10402, 10751]",Steven Universe: The Movie,8.4,2019-09-02
708336,64.16199999999999,91,[27],Return of the Tooth Fairy,6.0,2020-05-05
399363,64.065,38,"[12, 14, 10751]",Wendy,6.3,2020-02-28
283995,64.035,15465,"[28, 12, 35, 878]",Guardians of the Galaxy Vol. 2,7.6,2017-04-19
439079,63.99100000000001,4166,"[27, 9648, 53]",The Nun,5.8,2018-09-05
456740,63.783,2039,"[28, 12, 14, 878]",Hellboy,5.4,2019-04-10
615982,63.623999999999995,4,[27],Sijjin 6,6.0,2019-12-01
575813,63.574,37,[18],Better Days,8.1,2019-10-25
458305,63.506,640,"[27, 878, 53]",Vivarium,6.0,2019-09-07
87101,63.229,6302,"[878, 28, 53, 12]",Terminator Genisys,5.9,2015-06-23
570508,63.11600000000001,26,[18],Innocent Witness,8.0,2019-02-13
181808,62.976000000000006,11082,"[28, 12, 878]",Star Wars: The Last Jedi,6.9,2017-12-13
736690,62.821999999999996,3,"[18, 10751]",The Deep End,6.7,2020-08-25
433422,62.785,306,"[28, 12, 35, 14, 16]",Fairy Tail: Dragon Cry,6.5,2017-05-06
336843,62.747,5125,"[28, 878]",Maze Runner: The Death Cure,7.1,2018-01-10
741067,62.618,6,"[28, 18, 53]",Welcome to Sudden Death,7.5,2020-09-29
343668,62.441,7043,"[28, 12, 35]",Kingsman: The Golden Circle,7.0,2017-09-20
637157,62.36600000000001,111,"[35, 10751]",The Main Event,7.0,2020-04-10
447332,62.288000000000004,8749,"[18, 27, 878]",A Quiet Place,7.3,2018-04-03
342470,62.271,1664,"[18, 10749]",All the Bright Places,7.7,2020-02-28
262500,62.15,7940,"[28, 12, 878, 53]",Insurgent,6.4,2015-03-18
501170,61.876000000000005,2157,"[18, 14, 27, 53]",Doctor Sleep,7.1,2019-10-30
500922,61.755,271,"[28, 18, 53]",A Score to Settle,6.3,2019-08-01
168259,61.75,7819,"[28, 53]",Furious 7,7.3,2015-04-01
321612,61.626000000000005,12825,"[14, 10749, 10751]",Beauty and the Beast,7.0,2017-03-16
480042,61.535,439,"[28, 53]",Escape Plan: The Extractors,5.1,2019-06-20
571891,61.41,251,"[28, 12, 16, 14, 10751]",Pokémon: Mewtwo Strikes Back - Evolution,6.8,2019-07-12
649401,61.325,4,[53],Infidel,4.0,2020-09-18
508664,61.231,92,"[28, 18, 36, 10752]",Danger Close,6.4,2019-08-08
378236,61.20399999999999,2106,"[16, 35, 10751]",The Emoji Movie,5.6,2017-07-23
725239,60.993,22,[99],The Swamp,6.6,2020-08-04
335984,60.736999999999995,8740,"[878, 18]",Blade Runner 2049,7.5,2017-10-04
68721,60.573,16683,"[28, 12, 878]",Iron Man 3,6.9,2013-04-18
513584,60.483000000000004,25,"[35, 18, 10751]",Think Like a Dog,6.3,2020-08-06
378064,60.43899999999999,1887,"[16, 18, 10749]",A Silent Voice,8.3,2016-09-17
524251,60.438,236,"[27, 9648, 53]",I See You,6.6,2019-09-11
591237,60.403,62,"[28, 35]",Bulletproof 2,7.3,2020-01-07
504631,60.373999999999995,190,"[14, 27, 9648, 53]",Mermaid Down,6.9,2019-10-15
207703,60.29600000000001,12244,"[28, 12, 35, 80]",Kingsman: The Secret Service,7.6,2014-12-13
557940,60.215,249,[35],My Boyfriend's Meds,7.2,2020-02-14
329996,60.202,3147,"[12, 14, 10751]",Dumbo,6.7,2019-03-27
126889,59.868,5964,"[27, 878]",Alien: Covenant,6.0,2017-05-09
450465,59.853,5565,"[18, 878, 53]",Glass,6.6,2019-01-16
68726,59.853,9011,"[28, 12, 878]",Pacific Rim,6.8,2013-07-11
338952,59.727,7271,"[12, 18, 14]",Fantastic Beasts: The Crimes of Grindelwald,6.9,2018-11-14
333484,59.637,4299,"[28, 12, 37]",The Magnificent Seven,6.3,2016-09-14
440471,59.575,896,[28],Escape Plan 2: Hades,5.0,2018-06-05
503314,59.533,1602,"[28, 16, 878]",Dragon Ball Super: Broly,7.7,2018-12-14
429471,59.398999999999994,599,[878],Captive State,5.6,2019-03-15
476292,59.361000000000004,155,"[16, 18, 14]",Maquia: When the Promised Flower Blooms,7.2,2018-02-24
726887,58.934,20,[99],Rising Phoenix,8.4,2020-08-26
646150,58.934,28,[28],Acceleration,6.0,2019-11-08
353081,58.808,5346,"[28, 12]",Mission: Impossible - Fallout,7.4,2018-07-13
348350,58.763999999999996,5655,"[12, 878]",Solo: A Star Wars Story,6.6,2018-05-15
556901,58.744,261,"[28, 16]",Teen Titans Go! vs. Teen Titans,7.9,2019-07-21
571627,58.515,82,"[28, 27]",The Divine Fury,4.9,2019-07-31
726682,58.51,0,[16],Miraculous World: New York – United HeroeZ,0.0,2020-09-25
662687,58.38399999999999,17,[53],Furtive,6.6,2020-08-06
316727,58.383,3648,"[28, 27, 53]",The Purge: Election Year,6.4,2016-06-29
298618,58.265,0,"[28, 12, 14, 878]",The Flash,0.0,2022-06-01
445651,58.166000000000004,1847,"[28, 18, 27, 878]",The Darkest Minds,7.0,2018-07-25
553839,58.141999999999996,64,"[28, 16, 14, 10752]",Saga of Tanya the Evil: The Movie,8.1,2019-02-08
433945,58.085,208,"[28, 18, 27, 53]",Tokyo Ghoul,7.1,2017-07-16
337167,57.961999999999996,5499,"[18, 10749]",Fifty Shades Freed,6.6,2018-01-17
514439,57.872,550,[18],Breakthrough,7.5,2019-04-10
98566,57.486000000000004,5122,"[28, 12, 35, 878]",Teenage Mutant Ninja Turtles,5.9,2014-08-07
681711,57.44,21,[27],The Haunting of Alcatraz,6.4,2020-03-09
424694,57.413000000000004,11978,"[18, 10402]",Bohemian Rhapsody,8.0,2018-10-24
462883,57.178000000000004,446,"[16, 35, 10751]",Woody Woodpecker,6.7,2017-10-05
346709,57.001000000000005,71,"[28, 80, 53]",Line of Duty,5.5,2019-12-25
550738,56.769,135,"[28, 12, 16, 35, 10751]",Spycies,8.0,2020-01-11
364689,56.736999999999995,1947,"[12, 16, 35, 10751]",Ferdinand,7.2,2017-12-09
605804,56.446000000000005,201,[27],The Wretched,6.3,2020-03-09
617786,56.441,70,"[18, 27, 53]",The Other Lamb,6.4,2020-04-03
339403,56.391000000000005,10807,"[28, 80]",Baby Driver,7.5,2017-06-28
150540,56.257,15483,"[18, 35, 16, 10751]",Inside Out,7.9,2015-06-09
259316,56.153999999999996,14502,"[12, 14]",Fantastic Beasts and Where to Find Them,7.4,2016-11-16
632316,55.961000000000006,8,[],Dragon Ball Super: Origin of the Saiyans,8.0,2018-10-17
72190,55.93899999999999,11239,"[28, 18, 27, 878, 53]",World War Z,6.8,2013-06-20
619264,55.933,3768,"[18, 878, 53]",The Platform,7.0,2019-11-08
623926,55.775,79,[35],The Wedding Unplanner,7.0,2020-02-14
567608,55.772,45,[53],Last Moment of Clarity,5.5,2020-05-19
546554,55.766999999999996,5626,"[35, 80, 18, 9648, 53]",Knives Out,7.9,2019-11-27
565426,55.761,1452,"[35, 10749]",To All the Boys: P.S. I Still Love You,6.8,2020-02-12
293167,55.703,7468,"[28, 12, 14]",Kong: Skull Island,6.4,2017-03-08
573699,55.562,142,"[16, 14, 10749]",White Snake,7.7,2019-01-11
339964,55.244,5297,"[28, 12, 878]",Valerian and the City of a Thousand Planets,6.6,2017-07-20
570269,55.215,8,"[28, 16, 35, 14]",Trinity Seven 2: Heavens Library & Crimson Lord,6.7,2019-03-29
538831,55.166000000000004,3,"[28, 80, 18, 53]",Unbound,4.0,2020-02-03
625568,55.037,145,"[28, 53]",Unhinged,6.1,2020-07-02
690369,54.802,69,"[28, 12, 16, 35, 878, 10751]",LEGO DC: Shazam! Magic and Monsters,8.0,2020-04-28
500852,54.792,267,[28],Miss Bala,6.4,2019-02-01
537055,54.563,227,"[28, 16, 14]",Wonder Woman: Bloodlines,7.1,2019-10-04
136799,54.465,2599,"[12, 16, 35, 14, 10402, 10751]",Trolls,6.7,2016-10-13
526019,54.443999999999996,350,[35],Like a Boss,6.6,2020-01-09
294254,54.433,7521,"[28, 878, 53]",Maze Runner: The Scorch Trials,6.7,2015-09-09
353486,54.016999999999996,9797,"[28, 12, 35, 14]",Jumanji: Welcome to the Jungle,6.8,2017-12-09
465086,53.788000000000004,666,"[27, 9648]",The Grudge,5.7,2020-01-02
454983,53.506,5437,"[35, 10749]",The Kissing Booth,7.3,2018-05-11
398818,53.403,7935,"[10749, 18]",Call Me by Your Name,8.3,2017-09-01
480414,53.104,1371,"[27, 9648, 53]",The Curse of La Llorona,5.7,2019-04-17
278154,53.075,3134,"[12, 16, 35, 10751]",Ice Age: Collision Course,6.0,2016-06-23
514921,52.992,588,"[12, 18, 10749]",The Aeronauts,6.9,2019-11-04
586954,52.89,60,"[12, 16, 35, 10751]",Latte and the Magic Waterstone,6.8,2019-12-11
727404,52.85,4,[27],Vibration,3.1,2020-07-24
291805,52.81,8213,"[28, 35, 53]",Now You See Me 2,6.8,2016-06-02
527641,52.781000000000006,3369,"[18, 10749]",Five Feet Apart,8.3,2019-03-15
381288,52.74,12906,"[27, 53]",Split,7.3,2017-01-09
707886,52.708999999999996,679,"[35, 18, 10402]",Feel the Beat,7.9,2020-06-19
156022,52.693999999999996,6121,"[53, 28, 80]",The Equalizer,7.2,2014-09-24
347969,52.504,901,"[35, 37]",The Ridiculous 6,5.1,2015-12-11
612571,52.422,1,[53],Every Time I Die,9.0,2020-10-21
741279,52.375,0,[],Dear Leo,0.0,2020-10-01
91314,52.361999999999995,5749,"[28, 12, 878]",Transformers: Age of Extinction,5.9,2014-06-25
639250,52.343999999999994,4,"[27, 53]",The Voices,6.3,2020-07-03
433249,52.294,949,[878],IO,4.8,2019-01-18
637969,52.24,9,"[27, 53]",Ravage,5.6,2020-08-14
641483,52.104,12,[35],Holly Slept Over,5.8,2020-03-02
385128,52.082,0,"[28, 53]",F9,0.0,2021-03-31
206647,51.963,7870,"[28, 12, 53]",Spectre,6.5,2015-10-26
708362,51.797,5,"[18, 27]",Murder Manual,3.6,2020-05-24
623958,51.657,23,[53],The Bay of Silence,4.3,2020-08-20
400535,51.519,2027,"[28, 80, 18, 53]",Sicario: Day of the Soldado,6.8,2018-06-27
334521,51.512,704,"[28, 80, 9648]",Free Fire,6.3,2017-03-31
269149,51.433,12196,"[12, 16, 35, 10751]",Zootopia,7.7,2016-02-11
716706,51.431999999999995,60,[35],The Swing of Things,5.6,2020-07-03
430155,51.396,192,"[28, 14, 878]",Coma,6.2,2019-11-19
416194,51.253,342,"[28, 53]",The Quake,6.7,2018-08-31
637920,51.238,3239,"[35, 18, 10751]",Miracle in Cell No. 7,8.3,2019-10-10
535845,51.21,50,[18],Brian Banks,7.0,2019-08-09
345887,51.191,3006,"[28, 80, 53]",The Equalizer 2,6.5,2018-07-19
602411,51.159,23,"[12, 14]",Adventures of Aladdin,4.5,2019-05-14
158015,51.081,6023,"[27, 878, 53]",The Purge,6.2,2013-05-31
254128,51.068000000000005,6153,"[28, 18, 53]",San Andreas,6.2,2015-05-27
504949,50.571999999999996,1680,"[18, 36, 10752]",The King,7.2,2019-10-11
471707,50.555,144,[18],Corpus Christi,7.6,2020-01-09
504562,50.413000000000004,646,"[18, 53]",Motherless Brooklyn,6.8,2019-10-31
138843,50.403999999999996,7496,"[27, 53]",The Conjuring,7.5,2013-03-20
378112,50.332,61,"[16, 10751]",Salma's Big Wish,6.7,2019-10-24
529485,50.331,374,[18],The Way Back,6.7,2020-03-05
260346,50.32,4135,"[28, 53]",Taken 3,6.2,2014-12-16
228150,50.263999999999996,8388,"[10752, 18, 28]",Fury,7.5,2014-10-15
464052,50.262,0,"[28, 12, 14]",Wonder Woman 1984,0.0,2020-12-23
610290,50.26,36,"[10749, 18, 35]",Looks That Kill,6.8,2020-06-19
399360,50.174,1696,"[12, 18]",Alpha,6.3,2018-08-17
672761,50.141999999999996,9,[27],The Candy Witch,5.1,2020-06-04
485811,50.099,136,"[28, 27]",Redcon-1,5.7,2018-09-07
716799,50.04600000000001,0,[18],461 Days of Bento: A Promise Between Father and Son,0.0,2020-11-06
76338,50.043,12469,"[28, 12, 14]",Thor: The Dark World,6.6,2013-10-29
542224,50.013999999999996,661,"[14, 27, 53]",Gretel & Hansel,6.2,2020-01-30
576379,49.95399999999999,25,"[12, 37]",Hell on the Border,5.2,2019-12-13
166426,49.911,8622,"[28, 12, 35, 14]",Pirates of the Caribbean: Dead Men Tell No Tales,6.6,2017-05-23
438590,49.883,667,"[28, 12, 878, 10751]",A-X-L,6.0,2018-08-23
400650,49.595,2380,"[35, 14, 10751]",Mary Poppins Returns,6.5,2018-12-13
656563,49.586000000000006,405,"[35, 18, 10749]",Rich in Love,8.0,2020-04-30
566397,49.54600000000001,23,"[18, 28]",The Man Standing Next,6.7,2020-01-22
744470,49.467,5,[99],Fernando Torres: The Last Symbol,7.6,2020-09-18
554241,49.464,366,"[35, 10751]",Playing with Fire,7.1,2019-11-08
582596,49.361999999999995,583,"[35, 10749]",The Wrong Missy,6.2,2020-05-13
487242,49.323,311,"[28, 16, 878]",Suicide Squad: Hell to Pay,7.1,2018-05-09
76341,49.096000000000004,17021,"[28, 12, 878]",Mad Max: Fury Road,7.5,2015-05-13
635744,48.993,255,[10752],Jarhead: Law of Return,6.6,2019-10-01
515001,48.958,4772,"[35, 18, 10752]",Jojo Rabbit,8.1,2019-10-18
653247,48.931999999999995,69,[16],"Turu, the Wacky Hen",7.4,2020-01-01
82702,48.864,6927,"[28, 12, 16, 35, 14, 10751]",How to Train Your Dragon 2,7.7,2014-06-09
447200,48.843,3316,[28],Skyscraper,6.3,2018-07-11
673174,48.802,135,"[80, 53]",Offering to the Storm,6.4,2020-07-24
429415,48.638000000000005,1187,"[28, 18, 878, 53]",Extinction,6.0,2018-07-26
583132,48.601000000000006,48,[27],Sadako,6.6,2019-05-24
386669,48.598,1,"[99, 10402]",Beyond Barricades,7.0,2020-10-01
240832,48.43,12148,"[28, 878]",Lucy,6.4,2014-07-25
330764,48.402,1064,"[18, 35, 14]",The Brand New Testament,6.7,2015-09-02
628917,48.333,112,[35],An American Pickle,5.7,2020-08-06
576156,48.325,360,"[28, 35, 10749]",The Lovebirds,6.4,2020-05-22
608813,48.257,54,"[28, 80, 18]",In Full Bloom,7.1,2019-06-19
438689,48.218,311,"[80, 53, 10749]",Siberia,5.0,2018-07-13
619278,48.075,121,"[28, 53]",Inside Man: Most Wanted,6.7,2019-09-24
413594,48.059,317,"[28, 12, 16, 14, 878, 10749]",Sword Art Online: The Movie - Ordinal Scale,7.5,2017-02-18
466272,48.05,7355,"[35, 18, 53]",Once Upon a Time… in Hollywood,7.5,2019-07-24
