popularity,vote_count,video,poster_path,id,adult,backdrop_path,backdrop_path,original_language,original_title,genre_ids,title,vote_average,overview,release_date
123.659,427,False,/AboUXTrDWEi0PuZUqaft0iwBTm7.jpg,689249,False,/yEBBtk1eyZltGgJt8Z2zi3KIvvX.jpg,/yEBBtk1eyZltGgJt8Z2zi3KIvvX.jpg,es,La casa de papel: El fenómeno,[99],Money Heist: The Phenomenon,7.7,A documentary on why and how 'Money Heist' sparked a wave of enthusiasm around the world for a lovable group of thieves and their professor.,2020-04-03
122.831,34,False,/wHuhFcsii1GkKPHVC1wpdvJ9Djs.jpg,554022,False,/7xiYjuoa5cAjkbJrF7fpfKKYqcf.jpg,/7xiYjuoa5cAjkbJrF7fpfKKYqcf.jpg,nl,Torpedo,"[28, 12, 18, 10752]",Torpedo: U-235,6.5,"World War II: Resistance fighters accept a suicide mission to deliver a stolen Nazi submarine carrying atomic uranium. Hunted by Hitler’s army, the crew must outwit the German Navy to bring the cargo safely to America.",2019-10-23
122.651,1785,False,/nYcaCNkB4EgVyvrXxxbklefDrGL.jpg,412117,False,/UxGdlGzCx5R5FdY8BDM0FQkyKi.jpg,/UxGdlGzCx5R5FdY8BDM0FQkyKi.jpg,en,The Secret Life of Pets 2,"[12, 16, 35, 10751]",The Secret Life of Pets 2,7,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",2019-05-24
122.075,1646,False,/30YacPAcxpNemhhwX0PVUl9pVA3.jpg,431693,False,/lwSOhnpwrzjtKi2RD3e5RAcGzvt.jpg,/lwSOhnpwrzjtKi2RD3e5RAcGzvt.jpg,en,Spies in Disguise,"[28, 12, 16, 35]",Spies in Disguise,7.8,"Super spy Lance Sterling and scientist Walter Beckett are almost exact opposites. Lance is smooth, suave and debonair. Walter is… not. But what Walter lacks in social skills he makes up for in smarts and invention, creating the awesome gadgets Lance uses on his epic missions. But when events take an unexpected turn, Walter and Lance suddenly have to rely on each other in a whole new way.",2019-12-04
120.551,28,False,/gxK2lB1w8an5ViPXzisDsRsyHr0.jpg,400160,False,/bt4xA9WZE9P1wiRILRFt0Zh2wmV.jpg,/bt4xA9WZE9P1wiRILRFt0Zh2wmV.jpg,en,The SpongeBob Movie: Sponge on the Run,"[12, 16, 35, 14, 10751]",The SpongeBob Movie: Sponge on the Run,6.6,"After SpongeBob's beloved pet snail Gary is snail-napped, he and Patrick embark on an epic adventure to The Lost City of Atlantic City to bring Gary home.",2020-08-14
120.192,852,False,/ebe8hJRCwdflNQbUjRrfmqtUiNi.jpg,454640,False,/k7sE3loFwuU2mqf7FbZBeE3rjBa.jpg,/k7sE3loFwuU2mqf7FbZBeE3rjBa.jpg,en,The Angry Birds Movie 2,"[12, 16, 35, 10751]",The Angry Birds Movie 2,7.1,"Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine.",2019-08-02
119.698,0,False,/8u1JT7w94Mi20pH3UYv2gUnyXSY.jpg,529203,False,/mqmHhAf7OhJq5Tq81p7wFI0Fnde.jpg,/mqmHhAf7OhJq5Tq81p7wFI0Fnde.jpg,en,The Croods: A New Age,"[12, 16, 14, 10751]",The Croods: A New Age,0,"The Croods need a new place to live. So, the first prehistoric family sets off into the world in search of a safer place to call home. When they discover an idyllic walled-in paradise that meets all their needs, they think their problems are solved … except for one thing. Another family already lives there: the Bettermans. The Bettermans (emphasis on the “better”)—with their elaborate tree house, amazing inventions and irrigated acres of fresh produce—are a couple of steps above the Croods on the evolutionary ladder. When they take the Croods in as the world’s first houseguests, it isn’t long before tensions escalate between the cave family and the modern family.",2020-11-25
117.705,10134,False,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,299537,False,/nBS1vONGYrsL2C68C2oDQ3eKJR1.jpg,/nBS1vONGYrsL2C68C2oDQ3eKJR1.jpg,en,Captain Marvel,"[28, 12, 878]",Captain Marvel,7,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",2019-03-06
116.96,1221,False,/fePczipv6ZzDO2uoww4vTAu2Sq3.jpg,581600,False,/ftODZXaXpWtV5XFD8gS9n9KwLDr.jpg,/ftODZXaXpWtV5XFD8gS9n9KwLDr.jpg,en,Spenser Confidential,"[28, 35, 53]",Spenser Confidential,6.6,"Spenser, a former Boston patrolman who just got out from prison, teams up with Hawk, an aspiring fighter, to unravel the truth behind the death of two police officers.",2020-03-06
116.58,2929,False,/dtRbVsUb5O12WWO54SRpiMtHKC0.jpg,338967,False,/3ghImmHdp4RnC3UkL6hpLayclnb.jpg,/3ghImmHdp4RnC3UkL6hpLayclnb.jpg,en,Zombieland: Double Tap,"[28, 35, 27]",Zombieland: Double Tap,7,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",2019-10-09
116.522,554,False,/n2C6jRK9PtPIs99RQhKtqGlsnsO.jpg,592834,False,/bFxGD1TKrJq3Dr5Pjnn739gBhQF.jpg,/bFxGD1TKrJq3Dr5Pjnn739gBhQF.jpg,en,My Spy,"[28, 35, 10751]",My Spy,7.1,"A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.",2020-01-09
116.267,3955,False,/cCTJPelKGLhALq3r51A9uMonxKj.jpg,320288,False,/phxiKFDvPeQj4AbkvJLmuZEieDU.jpg,/phxiKFDvPeQj4AbkvJLmuZEieDU.jpg,en,Dark Phoenix,"[28, 12, 878]",Dark Phoenix,6.1,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",2019-06-05
116.193,38,False,/Xt37loPwHjipC1qaCbfLfDcFu4.jpg,675490,False,/4ZvjVXQU93SLbMy7rYu4xg2LKTt.jpg,/4ZvjVXQU93SLbMy7rYu4xg2LKTt.jpg,en,The Unfamiliar,"[27, 53]",The Unfamiliar,6.2,"A British Army doctor comes back from a war, thinking that she has PTSD only to discover that there is a more daunting malevolence at work making the life that she knew unfamiliar.",2020-08-21
115.602,57,False,/5oQJ6HeNGWnEtP9Qyt5IZjuKI7j.jpg,726664,False,/s7NC2kntiPB3WltWj9bnNTkoqUp.jpg,/s7NC2kntiPB3WltWj9bnNTkoqUp.jpg,en,Fearless,"[16, 35]",Fearless,6.6,A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.,2020-08-14
115.076,9,False,/hHl5RwmclPA4Ttz8B6dDmtgPDe4.jpg,559937,False,/bajAQ7mueXsT7QB6v7vFvUnDsRN.jpg,/bajAQ7mueXsT7QB6v7vFvUnDsRN.jpg,zh,特警队,"[28, 80, 18]",S.W.A.T.,6.4,"The story centers on the Chinese Special Police Unit, from their hard training to their first mission.",2019-12-29
114.967,25,False,/sQlkeVkziJe3Jb9tdGSYnNGisSM.jpg,647265,False,/f8hQtMMHbl3Zii5UfmGUDqHugV7.jpg,/f8hQtMMHbl3Zii5UfmGUDqHugV7.jpg,en,The Binge,[35],The Binge,6,"In the not-so-distant future, all drinking and drugs have been made completely illegal by the government, except for one night a year. High school seniors Griffin, Hags, and Andrew make a pilgrimage to get to the best party in town where all their dreams will come true. They will have to avoid their crazed principal, violent siblings, and the wild animals roaming the streets.",2020-08-28
114.822,23,False,/zXAwq18CJYmzhLZNbLpBf3dG3A5.jpg,546724,False,/vUI5FHBCjBHrRCf6ZEVf8uA4VrE.jpg,/vUI5FHBCjBHrRCf6ZEVf8uA4VrE.jpg,en,We Summon the Darkness,"[27, 53]",We Summon the Darkness,6.2,Three best friends attending a heavy-metal show cross paths with sadistic killers after they travel to a secluded country home for an after party.,2020-09-17
114.696,444,False,/ygCQnDEqUEIamBpdQdDYnFfxvgM.jpg,339095,False,/t93doi7EzoqLFckidrGGnukFPwd.jpg,/t93doi7EzoqLFckidrGGnukFPwd.jpg,en,The Last Days of American Crime,"[28, 80, 53]",The Last Days of American Crime,6.6,"In the not-too-distant future, as a final response to crime and terrorism, the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law.",2020-06-05
114.278,39,False,/st4n0FALlo0twLkSqxAvU15SKvU.jpg,691812,False,/qPV3FNiAXzL2VXLKWu2Pq6gh0xr.jpg,/qPV3FNiAXzL2VXLKWu2Pq6gh0xr.jpg,en,Allagash,[53],Blood and Money,5,A retired veteran hunting in the Allagash backcountry of Maine discovers a dead woman with a duffle bag full of money. He soon finds himself in a web of deceit and murder.,2020-05-15
113.838,14,False,/c59eplVELdwrUfGBUAZVin3HfaL.jpg,597398,False,/ccwPF5jN09S4Cz7u6qs3T2yKOpO.jpg,/ccwPF5jN09S4Cz7u6qs3T2yKOpO.jpg,en,Away,"[12, 16, 14]",Away,6.9,"After suffering a plane crash on a mysterious island, a young man embarks on an epic journey through forests, deserts and mountains trying to escape the shadow of a huge dark spirit.",2019-11-15
113.348,913,False,/izGX7npHEopDQvngYcxMJEfcFbj.jpg,461130,False,/wlnDNMQlnwl5ETlVY6n9CEtR5s0.jpg,/wlnDNMQlnwl5ETlVY6n9CEtR5s0.jpg,en,Code 8,"[28, 80, 18, 878, 53]",Code 8,6.2,"In Lincoln City, some inhabitants have extraordinary abilities. Most live below the poverty line, under the close surveillance of a heavily militarized police force. Connor, a construction worker with powers, involves with a criminal gang to help his ailing mother. (Based on the short film “Code 8,” 2016.)",2019-12-06
112.952,259,False,/6K22JB6fZZLBuM0knfl8rs9Zoxg.jpg,644090,False,/i6X9J6AgGhR3FNTtEc5GRs9e3ya.jpg,/i6X9J6AgGhR3FNTtEc5GRs9e3ya.jpg,en,"Love, Guaranteed","[35, 10749]","Love, Guaranteed",6.6,A lawyer takes on a new client that wants to sue a dating website because it guarantees love.,2020-09-02
112.769,8033,False,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,324857,False,/7d6EY00g1c39SGZOoCJ5Py9nNth.jpg,/7d6EY00g1c39SGZOoCJ5Py9nNth.jpg,en,Spider-Man: Into the Spider-Verse,"[28, 12, 16, 35, 878]",Spider-Man: Into the Spider-Verse,8.4,"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.",2018-12-06
112.732,111,False,/5Ggf38fEAhOCdgvfLOfUcfEQTQT.jpg,575094,False,/fbdvguXnJRYQqG75XB8xWaLEtQV.jpg,/fbdvguXnJRYQqG75XB8xWaLEtQV.jpg,en,Abigail,"[12, 14]",Abigail,5.8,"A young girl Abigail lives in a city whose borders were closed many years ago because of an epidemic of a mysterious disease. Abby's father was one of the sick - and he was taken when she was six years old. Going against the authorities to find his father, Abby learns that her city is actually full of magic. And she discovers in herself extraordinary magical abilities.",2019-08-22
112.215,374,False,/qnlChF8U4diiykXQYs1miigGy7t.jpg,706503,False,/t4mzypFVjY6toyBXAmfrIaWcUXa.jpg,/t4mzypFVjY6toyBXAmfrIaWcUXa.jpg,fr,Balle perdue,"[28, 80, 53]",Lost Bullet,6.7,"A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.",2020-06-19
110.445,766,False,/c01Y4suApJ1Wic2xLmaq1QYcfoZ.jpg,618344,False,/sQkRiQo3nLrQYMXZodDjNUJKHZV.jpg,/sQkRiQo3nLrQYMXZodDjNUJKHZV.jpg,en,Justice League Dark: Apokolips War,"[28, 12, 16, 14, 878]",Justice League Dark: Apokolips War,8.4,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",2020-05-05
109.33,2,False,/tEvGSlRO0dz1pINzjSEELdTHvwk.jpg,737799,False,/ysGikUSBjG3NRSyycHPf4rsIXQm.jpg,/ysGikUSBjG3NRSyycHPf4rsIXQm.jpg,es,Maquis,[18],Maquis,4.5,,2020-08-28
109.039,7,False,/1PHkDuVYkuuOdcNDRJT3g7LfNXi.jpg,550412,False,/r9oTCPZGgGdNn8FdekvAXXkwliU.jpg,/r9oTCPZGgGdNn8FdekvAXXkwliU.jpg,en,The Legend of Halloween Jack,[27],The Legend of Halloween Jack,6.4,"On Halloween night, a serial killer returns from the dead to take revenge on the vigilantes who put him to death one year earlier.",2020-07-21
108.579,2973,False,/pU3bnutJU91u3b4IeRPQTOP8jhV.jpg,373571,False,/jb6Ju38HmKX0bYHCmAxs8HyNeJ2.jpg,/jb6Ju38HmKX0bYHCmAxs8HyNeJ2.jpg,en,Godzilla: King of the Monsters,"[28, 878]",Godzilla: King of the Monsters,6.4,"Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species, thought to be mere myths, rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.",2019-05-29
108.275,2,False,/ppqef9A3tg3PJiIA82gTiA7n9Fi.jpg,700995,False,/nWlhFPdaWXWkhZrnELgboEqV0dp.jpg,/nWlhFPdaWXWkhZrnELgboEqV0dp.jpg,es,"Devoto, la invasión silenciosa","[28, 878, 53]","Devoto, la invasión silenciosa",4,"Five strangers wake up locked in a strange building. They don't know who took them there or for what purpose. Throughout a night they will discover with surprise that an invasion is taking place outside that complex. And this motley group of strangers, for a reason they will have to figure out, are the ones chosen to try to stop it.",2020-05-07
107.809,8135,False,/c9XxwwhPHdaImA2f1WEfEsbhaFB.jpg,351286,False,/3s9O5af2xWKWR5JzP2iJZpZeQQg.jpg,/3s9O5af2xWKWR5JzP2iJZpZeQQg.jpg,en,Jurassic World: Fallen Kingdom,"[28, 12, 878]",Jurassic World: Fallen Kingdom,6.6,"Three years after the demise of Jurassic World, a volcanic eruption threatens the remaining dinosaurs on the isla Nublar, so Claire Dearing, the former park manager, recruits Owen Grady to help prevent the extinction of the dinosaurs once again.",2018-06-06
107.683,963,False,/soq3AxjALdBfdPAm8H7yuMmNL5Y.jpg,303857,False,/kIgfFzjjBNgx6Tr2LCw8Zkq921s.jpg,/kIgfFzjjBNgx6Tr2LCw8Zkq921s.jpg,ja,ドラゴンボールZ 復活の「F」,"[28, 16, 878]",Dragon Ball Z: Resurrection 'F',6.9,"One peaceful day on Earth, two remnants of Frieza's army named Sorbet and Tagoma arrive searching for the Dragon Balls with the aim of reviving Frieza. They succeed, and Frieza subsequently seeks revenge on the Saiyans.",2015-04-18
107.302,5595,False,/xnopI5Xtky18MPhK40cZAGAOVeV.jpg,287947,False,/qwgGtdlLMKYvT2tV8hLY22syRHN.jpg,/qwgGtdlLMKYvT2tV8hLY22syRHN.jpg,en,Shazam!,"[28, 35, 14]",Shazam!,7,A boy is given the ability to become an adult superhero in times of need with a single magic word.,2019-03-29
106.603,1591,False,/1DPUFG6QnGqzpvEaDEv7TaepycM.jpg,458897,False,/a0xTB1vBxMGt6LGG4N7k1wO9lfL.jpg,/a0xTB1vBxMGt6LGG4N7k1wO9lfL.jpg,en,Charlie's Angels,"[28, 12, 35]",Charlie's Angels,6.7,"When a systems engineer blows the whistle on a dangerous technology, Charlie's Angels from across the globe are called into action, putting their lives on the line to protect society.",2019-11-14
105.404,4840,False,/27zvjVOtOi5ped1HSlJKNsKXkFH.jpg,49519,False,/wFN8llYh215M8i2fqWAcPV8CSyL.jpg,/wFN8llYh215M8i2fqWAcPV8CSyL.jpg,en,The Croods,"[28, 12, 16, 35, 14, 10751]",The Croods,6.8,"Prehistoric family the Croods live in a particularly dangerous moment in time. Patriarch Grug, his mate, Ugga , teenage daughter Eep, son Thunk and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene, Grug is distrustful, but it soon becomes apparent that Guy is correct about the impending destruction of their world.",2013-03-20
105.069,6392,False,/q719jXXEzOoYaps6babgKnONONX.jpg,372058,False,/mMtUybQ6hL24FXo0F3Z4j2KG7kZ.jpg,/mMtUybQ6hL24FXo0F3Z4j2KG7kZ.jpg,ja,君の名は。,"[16, 18, 10749]",Your Name.,8.6,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",2016-08-26
105.01,270,False,/cmC7bJZ5sCzx9ZsrlXOrYJfYtLc.jpg,611914,False,/ne4QPHn56Z1vxk6iKJKvDnmNI9Y.jpg,/ne4QPHn56Z1vxk6iKJKvDnmNI9Y.jpg,en,The Courier,"[28, 80, 18, 53]",The Courier,6.6,"This intense action-thriller unfolds in real time as two embattled souls fight for their lives. Gary Oldman stars as a vicious crime boss out to kill Nick, the lone witness set to testify against him. He hires a mysterious female motorcycle courier to unknowingly deliver a poison-gas bomb to slay Nick, but after she rescues Nick from certain death, the duo must confront an army of ruthless hired killers in order to survive the night.",2019-11-22
104.699,180,False,/h7dZpJDORYs5c56dydbrLFkEXpE.jpg,723072,False,/5TbtcmRySXPAEXBzwhiOYYDQmgv.jpg,/5TbtcmRySXPAEXBzwhiOYYDQmgv.jpg,en,Host,[27],Host,6.9,"Six friends hire a medium to hold a séance via Zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realize they might not survive the night.",2020-07-30
103.65,4,False,/e6hgmD0P133bW5EH1kfhscwXN2a.jpg,736509,False,/sCtJkYwBrJm8mygRrDGyluf1gSV.jpg,/sCtJkYwBrJm8mygRrDGyluf1gSV.jpg,en,Intersect,"[27, 878, 53]",Intersect,4.3,"A group of young Miskatonic University scientists invent a time machine, only to learn that they are being manipulated by mysterious, unseen forces from another dimension.",2020-02-12
103.534,156,False,/GAeK18hkfR6rzlo1vITvQhoEiW.jpg,428045,False,/45Fn0FbRkMzUGgElIOa7jHfe07l.jpg,/45Fn0FbRkMzUGgElIOa7jHfe07l.jpg,ru,Тайна Печати дракона,"[12, 14]",Journey to China: The Mystery of Iron Mask,6.3,"The Russian Czar Peter the Great commissions Jonathan Green, an English traveller, to map the Far East territories of the Russian Empire. Green sets off on yet another long journey, full of unbelievable adventures, which eventually leads him to China. On his way, the famous cartographer makes breath-taking discoveries, meets mysterious creatures, Chinese princesses, deadly masters of oriental martial arts, and even Lun Van, the King of Dragons, himself. What could be more perilous than looking into the eyes of Viy? Only meeting him again… What will prevail this time — the unflinching scepticism of the scientist or ancient black magic, which has already gained influence over the Far East Lands?",2019-08-16
103.369,9,False,/wah4b3hDb3ueVNuwNxdplUE8ppQ.jpg,699046,False,/rc9cOb61uD8PiruWCMwegC0V4tq.jpg,/rc9cOb61uD8PiruWCMwegC0V4tq.jpg,en,A Perfect Plan,"[28, 80, 9648, 53]",A Perfect Plan,5.1,Four notorious thieves wake up in a fortified warehouse and are forced by a cunning master thief to plan and commit an extraordinary diamond heist.,2020-05-01
103.226,82,False,/78hDh9EHDMbox4FlKlOrRfrmgpU.jpg,627879,False,/sQENipE4TjyTnY8xBZvPKzi23jo.jpg,/sQENipE4TjyTnY8xBZvPKzi23jo.jpg,en,Rogue Warfare,"[28, 10752]",Rogue Warfare,5.7,"A group of military elite from the U.S., Russia, UK, China and France join forces to fight an elite underground terrorist network.",2019-10-04
103.012,519,False,/5ynWWapdl45hJXUh0KIevxSG9JQ.jpg,500840,False,/x3NqAzuTWvnron4pXXyFGkyTFo7.jpg,/x3NqAzuTWvnron4pXXyFGkyTFo7.jpg,en,I'm Thinking of Ending Things,"[18, 53]",I'm Thinking of Ending Things,6.6,Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,2020-08-28
102.888,51,False,/217ddlMrnXll436baw7y5ERmz3x.jpg,634524,False,/a7qhbl98PZGiLixvrcra3RPuNrr.jpg,/a7qhbl98PZGiLixvrcra3RPuNrr.jpg,en,Badland,[37],Badland,6.5,"Detective Matthias Breecher, hired to track down the worst of the Confederate war criminals, roams the Old West seeking justice. His resolve is tested when he meets a determined pioneer woman who is far more than she seems.",2019-11-01
101.99,9569,False,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,335983,False,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,en,Venom,"[28, 878]",Venom,6.7,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",2018-09-28
101.37,161,False,/7Ai8vNEv4zEveh12JViGikoVPVV.jpg,572154,False,/hQQTE285UQB1lLY1XiioQ77LYnC.jpg,/hQQTE285UQB1lLY1XiioQ77LYnC.jpg,ja,青春ブタ野郎はゆめみる少女の夢を見ない,"[16, 35, 10749, 18, 14]",Rascal Does Not Dream of a Dreaming Girl,8.5,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",2019-06-15
100.779,3938,False,/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg,166428,False,/lFwykSz3Ykj1Q3JXJURnGUTNf1o.jpg,/lFwykSz3Ykj1Q3JXJURnGUTNf1o.jpg,en,How to Train Your Dragon: The Hidden World,"[12, 16, 10751]",How to Train Your Dragon: The Hidden World,7.8,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",2019-01-03
99.49,132,False,/v0Air5GTsfgtjsnZyji2lH6r2b8.jpg,500916,False,/A3DD0R6vZ5SwD0qGKaU7HL5KVat.jpg,/A3DD0R6vZ5SwD0qGKaU7HL5KVat.jpg,en,Primal,[28],Primal,6.3,"A big-game hunter for zoos who has booked passage on a Greek shipping freighter with a fresh haul of exotic and deadly animals from the Amazon, including a rare white Jaguar - along with a political assassin being extradited to the U.S in secret. Two days into the journey, the assassin escapes and releases the captive animals, throwing the ship into chaos.",2019-12-27
99.023,27,False,/hCR2i9rK6P4VHMfFw2MT5jDGJcN.jpg,662334,False,/hhqeCsv1zUXYA0UIf8tUBhNQqFq.jpg,/hhqeCsv1zUXYA0UIf8tUBhNQqFq.jpg,en,Chaco,[10752],Chaco,7.1,"In 1934, Bolivia is at war with Paraguay. Liborio and Ticona and other Bolivian indigenous soldiers are lost in the hell of the Chaco, under the commandment of German Captain Kundt. They're looking for the Paraguayan enemy that they haven't seen for months, and that they will never find. They leave together in a search that will make them realize, progressively, the destiny they have been pushed into and the inevitable condition of a defeated troop. They're walking like shadows, wandering forever in the middle of dust and silence.",2020-01-28
98.722,9143,False,/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg,260513,False,/mabuNsGJgRuCTuGqjFkWe1xdu19.jpg,/mabuNsGJgRuCTuGqjFkWe1xdu19.jpg,en,Incredibles 2,"[28, 12, 16, 10751]",Incredibles 2,7.6,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",2018-06-14
98.647,2164,False,/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg,522938,False,/spYx9XQFODuqEVoPpvaJI1ksAVt.jpg,/spYx9XQFODuqEVoPpvaJI1ksAVt.jpg,en,Rambo: Last Blood,"[28, 18, 53]",Rambo: Last Blood,6.3,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",2019-09-19
98.049,12563,False,/ode14q7WtDugFDp78fo9lCsmay9.jpg,198663,False,/vHJlbhsXrZ5yrO2KqCbGSIU6fRX.jpg,/vHJlbhsXrZ5yrO2KqCbGSIU6fRX.jpg,en,The Maze Runner,"[28, 9648, 878, 53]",The Maze Runner,7.1,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",2014-09-10
97.946,76,False,/w6N6xJvvjY6pLxOnHz5yu9Z8quG.jpg,561974,False,/tVKrfSFmsFfyOZTqu4QxjKkOgAO.jpg,/tVKrfSFmsFfyOZTqu4QxjKkOgAO.jpg,ko,점박이 한반도의 공룡 2: 새로운 낙원,"[12, 16]",Dino King: Journey to Fire Mountain,7.8,"Speckles, a ferocious tarbosaurus and his young son junior, mourning the loss of their family in an epic battle, roam the lands in search of food, adventure and peace. Under the watchful eye of his dad, Junior is growing up healthy and strong, but with an overconfidence thanks to his young age. After one encounter results in Junior being kidnapped, Speckles embarks on an adventure to the ends of earth to find his son. Encountering friend and foe, ally and enemy, Speckles will stop at nothing and will take on all corners to save his offspring.",2019-12-25
97.837,18,False,/2CepKdqjNkaCdQPcDRSt3Rc6IDr.jpg,501953,False,/oeaLQKoPFQxvhEz3yyR1QuestXG.jpg,/oeaLQKoPFQxvhEz3yyR1QuestXG.jpg,en,Eternal Beauty,"[35, 18]",Eternal Beauty,5.7,"When Jane is rejected by life, she spirals into a chaotic, schizophrenic world where love and normality collide with humorous consequences.",2020-08-21
97.815,378,False,/1cSHEKYYP8Dpi4o1iBVd4U75FYt.jpg,578189,False,/7GWDrjxeBsh5onaYf5XHjIM9BA1.jpg,/7GWDrjxeBsh5onaYf5XHjIM9BA1.jpg,en,Black and Blue,"[28, 53]",Black and Blue,6.7,"A fast-paced action thriller about a rookie cop who inadvertently captures the murder of a young drug dealer on her body cam. After realizing that the murder was committed by corrupt cops, she teams up with the one person from her community who is willing to help her as she tries to escape both the criminals out for revenge and the police who are desperate to destroy the incriminating footage.",2019-10-25
97.697,46,False,/wy0Xs5mGtD92PyKvsl0lxzbzscG.jpg,531299,False,/p6ExERRwodksg0fFKzCjmNCR6Hw.jpg,/p6ExERRwodksg0fFKzCjmNCR6Hw.jpg,en,Kill Chain,[53],Kill Chain,6,"A hotel room shootout between two assassins kicks off a long night where bodies fall like dominoes, as we follow a chain of crooked cops, gangsters, hitmen, a femme Fatale and an ex-mercenary through a relay of murder, betrayal, revenge and redemption.",2020-02-20
96.324,654,False,/b5XfICAvUe8beWExBz97i0Qw4Qh.jpg,612706,False,/ishzDCZIv9iWfI70nv5E4ZreYUD.jpg,/ishzDCZIv9iWfI70nv5E4ZreYUD.jpg,en,Work It,"[35, 10402]",Work It,7.8,A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions.,2020-08-07
95.802,7,False,/n6KaDpZmbbxZb0cF5sd1KZK9e4m.jpg,614208,False,/s4nGmEeYpy0zM0UC3QfgOBJJyGa.jpg,/s4nGmEeYpy0zM0UC3QfgOBJJyGa.jpg,en,Stairs,"[28, 27, 878]",Stairs,4.7,"Special ops squad ""Hell's Bastards"" are sent to infiltrate a civil war to retrieve intel. The unit soon find themselves trapped on a never-ending stairwell forced to climb or die. To survive, they must revisit their past sins if they ever want to get off.",2020-02-14
